Год;Месяц;День;Архангельская область;Астраханская область;Белгородская область;Брянская область;Владимирская область;Волгоградская область;Вологодская область;Воронежская область;Ивановская область;Кабардино-Балкарская Республика;Калининградская область;Калужская область;Карачаево-Черкесская Республика;Кировская область;Костромская область;Краснодарский край;Курганская область;Курская область;Ленинградская область;Липецкая область;Московская область;Мурманская область;Нижегородская область;Новгородская область;Оренбургская область;Орловская область;Пензенская область;Пермский край;Псковская область;Республика Башкортостан;Республика Дагестан;Республика Ингушетия;Республика Калмыкия;Республика Карелия;Республика Коми;Республика Крым;Республика Марий Эл;Республика Мордовия;Республика Северная Осетия-Алания;Республика Татарстан;Ростовская область;Рязанская область;Самарская область;Саратовская область;Свердловская область;Смоленская область;Ставропольский край;Тамбовская область;Тверская область;Тульская область;Тюменская область;Удмуртская Республика;Ульяновская область;Челябинская область;Чеченская Республика;Чувашская Республика;Ярославская область
;;23;16790;8623;40793;10704;17382;39779;36782;28992;7762;4067;10391;17117;2948;16807;8305;59499;8542;21164;109305;32736;262972;30771;46980;11136;37175;6446;11453;51547;5358;60639;13631;1957;1447;19597;20279;16106;5290;8060;3962;67560;44648;16005;48106;30605;102769;15469;21806;8177;21107;25725;205964;19383;12363;83589;7030;11098;20097
;;24;17009;8393;41489;9811;16950;37809;36832;28349;7670;3893;10122;16972;2877;16610;8179;56875;8314;20729;104882;32268;255976;30076;46703;10945;36551;6139;10864;51521;4999;58125;14267;2043;1407;19325;20064;15700;5414;8173;4088;65159;43342;15584;47259;28926;99831;14986;20958;8024;20139;25363;204578;18978;11827;80861;6780;10642;19682
;;25;18240;8669;41052;10677;17856;37956;37494;29064;8258;4187;10628;17823;3209;17585;8352;61679;9245;21528;107781;32455;257245;30192;49972;11086;36886;6758;11493;53577;5310;59393;14242;1972;1432;19691;20347;16497;5680;8103;4238;68994;43565;16235;51464;30445;100895;16073;22803;8465;20879;25700;205230;20758;12868;82656;6419;11703;20184
;;26;18189;8667;41356;10882;17624;39309;36519;30059;8095;4174;10482;17253;3134;17470;8164;61223;9110;22103;105692;31661;251507;30035;50088;10542;37077;6868;11720;52135;5162;60459;14091;1849;1394;19122;19178;16794;5601;8247;3964;69039;43575;16549;51396;31521;100039;15336;22146;8634;19873;26172;205596;20698;13049;81977;6231;11837;19014
;;27;18187;8875;41465;10666;17211;38642;37200;29698;8148;4112;10324;18242;2894;18065;8520;60656;9170;21835;103566;31833;247439;28966;46920;10356;37210;6864;11846;53220;5206;60519;13975;1818;1401;18789;20041;16853;5559;8318;3910;69084;43047;16359;51266;30731;99504;15296;21967;8550;19612;25648;202580;20969;13046;81462;6195;11876;18990
;;28;17429;8627;42109;10616;16568;37577;35581;29321;7767;3790;10466;18246;2681;17546;7800;57268;8924;22492;103604;31821;240132;29189;44966;10289;36615;6985;11736;52304;5071;59980;13017;1670;1344;18791;19622;16092;5454;8009;3614;69982;41304;16041;50993;31224;99331;14590;21026;8222;19261;25446;202531;20504;12390;82502;5912;11563;18111
;;29;17407;9323;41749;10890;16700;38699;36133;29690;8015;4140;10571;18631;2801;17203;7923;60049;8844;22031;102994;31651;251913;28599;44131;10585;37181;6953;11493;53274;5057;60060;13533;1786;1442;19015;20015;17401;5385;7854;3817;70133;42963;15930;50856;31001;98130;15298;21962;8175;19769;25760;202538;20076;12475;81405;6241;11406;18718
;;30;16650;8976;40977;10189;14895;37784;35155;28505;7053;4098;10088;15479;2815;16209;7327;58567;8188;21411;97829;31034;231278;28763;40213;10402;37644;6519;10734;51343;4724;58390;13249;1734;1380;18826;19344;16820;4958;7751;3709;66895;40564;15161;48351;29609;93966;14856;20743;7707;18815;24604;200845;18458;11239;79976;6095;10496;17386
;;31;17037;8668;40962;9654;15143;36905;35213;27945;7155;3944;9604;17262;2776;16390;7322;56669;7773;21080;96155;30950;237903;28638;40368;10431;37217;6339;10187;51508;4594;58023;13194;1775;1369;18902;19339;16102;5077;7655;3683;65198;39757;15073;47665;29400;94478;14851;20133;7552;18500;24332;199260;18693;11414;78889;6167;10028;17179
;6;1;18281;8909;41372;10941;17162;38566;35415;28918;8065;4174;10095;18624;2826;17413;8006;57868;8628;22134;103915;31198;259847;30074;45011;10811;37086;6777;10983;54837;5035;59848;13368;1773;1362;19102;20435;16673;5624;8007;3749;70863;41510;16384;51510;30235;99707;15790;21318;8062;20299;26285;203688;21108;12736;82665;6030;11603;19106
;;2;17857;8980;35092;10707;17673;37395;35679;29259;8109;4161;10206;19332;2857;17209;8033;58080;8578;21813;103942;30636;267443;29701;46437;10639;37709;6615;11085;53328;5128;59879;13529;1607;1387;18484;19504;16801;5617;8037;3702;71870;42864;16459;52990;30817;101171;15867;21717;8109;20477;26485;201563;20818;12986;82676;6091;11781;19112
;;3;17602;9407;35858;10423;17738;37724;35206;29828;8078;3927;10264;19596;2906;16688;7956;57809;8819;21678;102949;31729;267789;30038;48011;10645;37594;6540;11128;52185;5233;60269;13229;1228;1488;18761;19126;16743;5386;8117;3683;71494;43318;16778;52841;30704;99981;15488;21706;8269;20850;26093;201796;21004;13072;83253;5172;11854;19343
;;4;17280;8930;39895;10538;17079;37578;35940;29491;8102;3796;10288;18661;2836;16799;8163;58187;8905;21470;105196;31327;255473;30021;47713;11003;36686;6588;10724;51973;5361;60887;12996;1179;1456;18503;19558;16767;5633;7905;3628;72484;44139;16028;53225;30505;96533;15364;21704;8123;20375;25290;202808;20868;13195;83961;5439;12045;19563
;;5;16902;8856;40759;10438;16443;37689;34688;29430;7673;3998;10366;18800;2860;16830;7415;58791;8772;21693;102604;31879;250111;30291;46123;10472;37094;6826;10863;52660;5130;60653;13476;1657;1433;19008;19517;16605;5335;7893;3734;71631;43816;16455;52531;29594;97747;15183;21283;8036;19634;25443;198371;21251;12858;85043;6090;11662;18565
;;6;16199;8879;41015;9471;14846;37012;34418;28507;6825;3966;9859;16695;2881;15375;7056;58649;7924;21013;98747;31752;231877;29807;42290;10285;36648;6173;10043;50410;4764;59297;13773;1728;1432;19117;18536;16516;5326;7592;3698;68898;43510;15284;49241;29506;94979;14507;20925;7685;18893;24329;194032;19230;11272;82152;6121;10619;16625
;;7;15804;8785;40482;9019;14116;37517;34481;27714;6455;3988;9724;15949;2821;15306;6610;58926;7753;20463;94540;31134;223273;29120;39940;9947;36681;5900;9650;50655;4630;58946;13192;1710;1436;19365;18284;15974;5139;7313;3519;66984;41902;14680;48261;28557;95178;13990;20603;7432;17804;23433;193963;19025;10762;81503;5984;9973;16055
;;8;16399;9573;40730;10021;16296;39276;34832;30156;7395;4202;10387;17212;2918;16706;7758;62957;9023;21077;100822;30197;240908;29726;45368;10373;36969;6459;10877;52614;5123;61483;13550;1710;1583;19044;18544;16699;5607;7632;3745;70851;44889;15843;52021;30549;97407;14461;22630;8168;18612;24857;197770;20847;13081;85098;6209;11084;17853
;;9;16657;10111;37934;10207;16500;40680;34797;30644;7517;4309;10500;17384;2910;16850;7870;68736;9125;21093;102448;29565;246214;29673;44231;10576;36661;6547;11046;51843;5226;62193;13507;1767;1643;18907;18921;17283;5606;7692;3912;6713;46545;16096;52233;30890;97561;14622;23630;8346;18890;25207;198163;20903;13147;83463;6456;11131;18006
;;10;16737;10503;42017;10262;16614;42389;34290;30707;7603;4319;10527;16797;2910;17025;8387;72240;9543;20735;101849;31256;246626;30156;47214;10646;36811;6562;10964;52560;5298;62154;13629;1826;1701;18958;18992;17767;5620;7603;4019;6826;48306;16230;52753;30817;97020;14558;24533;8252;18815;25362;198334;20930;13157;83203;6740;11163;18177
;;11;16374;11052;41190;10408;16530;41470;35233;30936;7533;4406;10526;17333;2988;16814;8151;74584;9642;20625;100783;31933;247664;29887;47833;10467;36689;6571;11451;52652;5271;61671;13811;1904;1722;19173;19222;17909;5453;7545;4130;6899;49446;15976;52981;31770;98186;14995;25080;8363;18899;25134;196969;21214;12781;85246;6971;11111;18109
;;12;15601;11373;42221;9526;15122;42465;33588;29799;6364;4252;9593;15851;2938;15663;7818;69234;8452;20570;90806;31432;228391;28376;42619;9773;37744;6006;10915;50834;4658;59304;13877;1891;1756;18376;18502;16607;5054;7030;4059;6373;48414;15204;49252;31170;95083;14133;23970;7924;18225;24000;196714;19150;11183;83811;6930;10344;16189
;;13;16130;11374;42094;9136;14925;42836;33494;29611;6430;4003;9753;15349;2901;15152;7555;63408;8314;20422;93240;30772;224561;28834;41778;9869;36429;5925;10163;50663;4565;57001;13957;1807;1742;18778;18653;16128;5081;7963;3962;6950;46943;15345;47933;30709;95399;13779;23112;7669;17885;23762;198513;18291;10958;83128;6937;10010;16167
;;14;15883;11178;40707;8831;14558;40902;33289;28173;6355;4000;9631;15327;2834;15049;7226;62086;8253;20779;92432;30608;220946;28575;41618;9875;36290;5776;10187;50400;4518;56243;14150;1826;1794;18679;18563;15738;5021;7045;3932;5279;46266;14985;47972;29302;97484;13989;22839;7420;17780;23556;199039;18802;11021;81960;7145;9898;15938
;;15;16531;9900;41480;10116;16220;40502;33365;29369;7356;4216;10090;16634;2877;16688;8127;64246;8642;21585;99919;31383;237965;29063;46212;10455;36829;6310;10803;52072;4986;57915;14817;1851;1745;18216;18671;16806;5644;7605;4116;6325;46759;15775;52648;30135;98797;14622;23827;8018;18806;24364;198148;20610;12745;85090;7005;10869;17730
;;16;16575;9639;41961;10570;16113;42157;34555;29149;7498;4330;10135;17358;3002;16284;8130;67695;9337;21546;102606;29110;246853;29222;47098;10318;36981;6397;10699;51013;5100;58698;15007;1884;1759;18494;17614;16932;5403;7673;4080;6531;46515;15994;53592;31737;95835;14817;24721;8204;18895;24434;195620;20251;12647;84589;7371;10974;17677
;;17;16460;10294;42593;10599;16675;41716;34681;29418;7681;4290;10097;17496;2926;16379;8331;68678;9469;21521;103269;29619;254770;28877;47635;10457;38647;6484;10827;52266;5156;59646;14795;1820;1683;18836;18577;17505;6002;7729;4032;6759;47002;16313;54465;32268;95991;14882;24294;8296;19259;24883;197196;20446;13178;86773;7150;10955;17751
;;18;16084;10361;42361;10766;16520;44028;32415;30409;7582;4115;10391;17288;2980;16172;8242;70397;9595;19526;104733;29501;259182;27715;47585;10496;36841;6587;10976;51802;5174;58251;14081;1773;1713;18211;18905;17604;6529;7960;3991;6582;47005;16674;54103;33329;96711;14693;23713;8376;19501;25092;197289;20829;12850;86100;6735;10630;17647
;;19;16508;10608;42325;10637;16572;44432;31323;30656;7559;4235;10395;17352;2955;16235;8169;67099;9522;22189;103473;30480;260098;28365;46234;10429;37443;6793;11311;52257;5228;57898;13895;1824;1663;18005;17667;17575;6309;7776;4059;6511;47936;16834;53106;32329;98248;14820;23620;8440;19455;25122;197729;20732;13024;86189;7031;10683;17931
;;20;16300;11266;41339;9861;15091;42157;33206;28983;6669;4109;10063;16121;2923;15346;7560;63830;8843;21791;95952;31157;238966;28514;43758;9851;37818;6419;10827;51619;4768;56591;14184;1848;1664;18668;17779;16942;5938;7526;3989;6337;47166;16173;50086;31988;98148;14245;23376;8168;18166;24382;200141;18988;11757;85182;7048;9991;16115
;;21;16097;11025;41107;9579;14592;41360;34388;28216;6363;3954;9837;15276;2891;15092;7550;61717;8682;21503;94107;31195;226740;27913;41726;9639;37573;6232;10265;52087;4554;55424;14264;1776;1761;18753;17949;16556;5821;7071;3903;6297;46591;15366;49296;30805;97185;13845;22915;7823;17222;23773;198107;18521;10942;84110;7002;9613;15631
;;22;16757;11607;41816;10380;16611;41785;35649;29444;7343;4113;10258;15458;3003;16549;8195;67586;9204;21703;101167;31960;245420;28310;45689;10209;37809;6569;11288;54381;5006;58453;15147;1816;1808;18173;18289;17579;6349;7316;4079;5907;49168;16366;52625;31652;100467;14640;24636;8237;18215;24443;197970;20904;12817;88064;7182;10645;17602
;;23;16938;10578;41051;10582;16709;39683;35917;29103;7460;4307;10011;14885;2957;16831;8126;73195;9413;21805;101638;31036;247096;28973;45137;10281;37212;6537;11614;53666;5085;58114;15402;1899;1799;17960;18451;17721;6578;7517;4161;5168;50494;16633;53009;31719;98733;14821;25795;8270;18023;24781;198176;20961;13122;86375;7272;10762;17953
;;24;16958;10799;40648;9830;15684;39184;35457;27694;6898;4312;9972;14196;2962;16085;7933;72065;8518;21311;98082;30872;238525;28804;44691;10149;37453;6276;11119;52702;4872;57537;15420;1843;1822;19022;18406;17034;6467;7454;4148;5965;48980;16179;50058;31382;97302;14558;24479;8014;17672;23521;197399;20070;12236;86427;7133;10288;16755
;;25;17185;10908;40517;10472;16873;38794;35542;28839;7426;4257;10468;15657;2853;16738;8237;70843;9117;21302;103524;31570;251114;28375;45231;10646;36741;6613;10763;53453;5133;58688;14806;1732;1655;17745;19213;17731;6712;7644;4003;5915;49717;16787;52484;30230;101100;15199;23933;8014;18579;24487;198479;20548;12986;86509;6858;10801;18066
;;26;16851;9327;41676;10637;16832;38092;35785;29021;7415;4360;10622;17147;2872;16825;8268;70484;9111;21885;103994;32049;253390;28450;46199;10635;37246;6714;10891;55034;5191;59421;14346;1829;1600;18060;19826;17761;6535;7572;4008;5658;47619;16956;52815;30878;101522;15537;24080;8153;18672;24576;196382;21088;12797;87911;6799;10862;18258
;;27;15961;9580;41453;10181;15055;38585;35496;28089;6831;4256;10034;16499;2808;15769;7652;69160;8684;21590;98167;31781;242863;28865;44448;10125;36615;6389;11023;53838;4850;58030;13727;1666;1548;18205;19723;17570;6239;7221;3828;5793;47845;15858;50296;30354;99075;14728;23097;8062;17658;24170;195772;19593;12215;86197;6356;10011;16830
;;28;16046;9694;41159;9732;14166;39100;35186;27998;6541;4018;9879;15365;2741;15674;7847;70338;8532;21110;95526;31372;236518;28809;43628;10044;36316;6183;10784;51997;4698;57070;13321;1715;1583;18364;20031;17516;6134;7267;3771;5786;47497;15491;49218;30857;101126;14998;22865;7884;17595;23462;198329;18981;11892;84160;6423;9591;16177
;;29;17008;10274;41895;10625;16060;40108;35454;29082;7442;4373;10423;16965;2827;16858;8453;75264;9367;21814;101892;30928;247671;29014;48174;10547;37181;6654;11712;51530;5117;58710;13922;1805;1723;18148;21074;19071;6688;7487;4164;5679;49800;16299;52932;31887;102227;15404;25256;8285;18593;24098;200275;20560;13352;85804;6804;10863;18273
;;30;16693;10010;41784;10435;16422;39822;35538;29056;7486;4570;10195;17371;2827;16757;8524;75784;9352;21895;103014;30903;247382;30100;46879;10329;36337;6525;11438;50918;4981;58359;14557;1831;1694;18340;20514;19726;6660;7559;4290;5338;50034;16262;53418;30641;99757;15772;26103;8100;18823;24146;199425;20923;13126;86184;7108;10791;18386
;7;1;16414;10102;41236;9480;15156;39490;34565;27963;6669;4556;9604;16582;2748;15703;8113;78757;8977;21485;97418;30536;238396;29771;44926;9679;35217;5960;10639;48220;4682;56225;14559;1874;1735;18752;18528;19735;6187;7450;4346;5357;50036;16104;50225;30465;97190;15590;26489;7835;18166;23357;199374;19185;11454;85191;7049;10089;16721
;;2;16684;10173;41839;10198;16630;41122;34158;29616;7471;4652;10017;17449;2761;16832;8344;84816;9243;21907;100855;30874;251845;29270;47696;10040;34968;6318;10969;50022;5082;57449;14562;1875;1776;18460;19226;20845;6416;7508;4358;5034;53615;16866;54259;32518;99291;16098;27555;8265;18822;24561;196788;20673;13128;85538;7290;10597;18315
;;3;16933;10557;41933;10306;16726;42737;34286;30470;7645;4642;10082;18118;2921;16835;8407;87851;9141;22166;100345;31595;256219;28483;45949;10219;35455;6476;11396;51052;5050;57489;14537;1983;1814;18797;19829;21830;6348;7335;4351;5139;55293;16998;55346;33303;100856;16410;27432;8336;19149;25161;198110;20567;13253;87832;7247;10746;18186
;;4;15684;11210;42506;9423;15358;43375;34764;29352;6924;4614;9619;16760;2813;15841;8177;88555;8534;21594;94972;31299;240887;28954;42330;9861;35970;5990;11077;49747;4743;55806;14485;1965;1839;18062;19157;22064;6097;7071;4320;5780;55225;16321;52919;33598;98164;15354;26822;7921;18486;24316;197021;19220;12165;86646;7483;9942;16632
;;5;15370;11584;42134;8995;14781;43724;34529;29044;6625;4445;9446;15752;2779;15660;8138;90645;8025;21550;94366;31342;236647;28293;42722;9797;36405;5742;10802;50172;4727;55279;14780;2034;1858;14940;18590;22090;6040;7116;4189;5779;55356;15948;52639;33062;95321;14781;26969;8032;18180;23989;196380;18295;11711;86084;7619;9816;16125
;;6;15463;12615;41788;10180;16831;45914;35277;31334;7778;4808;9977;17557;3044;17281;8949;95621;9362;22095;99037;31466;262381;28605;49979;10041;37092;6372;12082;53373;5251;58273;15829;2168;2001;14405;18531;23692;6717;7546;4521;5629;59438;17746;59206;36196;98340;15047;29697;8649;19220;25209;198417;20882;14152;85019;7973;11070;18300
;;7;14673;13341;42790;10520;17328;47725;35537;32010;8000;5030;9930;16746;3157;17238;9138;97865;9359;22352;100599;31933;269477;28514;50373;10207;37604;6551;12344;52221;5229;59354;16045;2168;2171;13937;18500;24342;6763;7713;4719;5178;62477;18176;60409;37629;99209;14894;31050;8966;19661;25609;197299;21508;14136;85386;8377;11518;18889
;;8;15191;14060;42387;10226;17414;47619;35253;31912;7936;4710;10093;17827;3052;17446;8918;85479;10027;22113;101118;32030;260684;28277;49731;10215;38248;6272;12211;53097;5220;59719;16525;2001;2221;14512;18156;21414;6834;8221;4610;4953;59029;18526;61566;38113;99912;15157;29407;8918;19571;25592;197206;21754;14615;87024;8267;11864;18740
;;9;15507;13381;40874;9966;16968;46462;35312;29647;7766;4426;10053;17960;3046;17197;8653;74981;9724;21385;101690;31157;248493;28599;47930;10142;38832;6139;11803;52976;5130;59212;16219;1795;1920;16522;18769;19744;7253;8085;4346;5773;51133;17432;62425;36875;97249;15076;27715;8295;19519;24751;195676;21617;14687;87065;7847;11929;18098
;;10;15651;13073;41380;10010;16881;43788;34639;29588;7581;4273;10199;17831;3016;16927;8488;74909;9769;21607;101647;30177;249532;28976;48617;10200;39605;6209;11462;53933;5193;60479;16051;1829;1904;17639;18713;20233;7529;7813;4261;5771;50868;16866;60947;34855;98165;14935;27051;8206;19512;25093;197578;21818;13638;88447;7393;11461;18160
;;11;15965;13025;41054;9446;15377;43384;34390;28531;6845;4321;9739;16661;2970;15561;7867;76598;9326;21440;98348;30514;239052;28978;44675;9798;39179;5782;10575;50784;4763;58217;16275;1888;1875;18521;18520;20062;7404;7521;4220;5655;48585;15871;55408;33056;98270;14392;26552;7814;18460;24399;197530;19256;11778;84833;7639;10696;17246
;;12;16027;13072;40739;9207;14992;44212;34788;28661;6745;4268;9664;15357;2911;15459;7938;79932;9313;21456;95845;30581;238617;29239;44990;9550;39460;5742;10401;50101;4687;57891;16773;1937;1970;18503;18466;20430;7307;7529;4198;5482;50194;15497;54949;34202;96944;14595;27090;7747;17640;23760;197052;19159;11488;85579;7759;10091;16900
;;13;16744;13667;40315;9912;16806;46357;35293;30608;7859;4599;10283;17408;2913;17412;8415;74856;9824;21627;101218;31671;254040;29325;49080;9939;39872;6312;12306;52617;5069;60314;17376;2000;2041;18068;18523;21128;8064;7950;4330;5465;50566;16487;60735;37140;103099;14810;28127;8571;18850;25759;200142;22065;14188;87685;8068;11281;18897
;;14;16832;12956;39527;10542;16816;44808;35544;29805;8037;4465;10439;17800;2989;17767;8822;73325;9797;21275;101721;30801;254235;29148;49520;9827;40145;6299;11858;54437;5048;61438;15562;1925;1863;17772;18413;19093;8064;8001;4226;5332;49829;16206;61542;36355;99243;14855;27732;8534;18830;25764;198964;22687;14375;87268;7300;11597;18944
;;15;16937;11785;38849;10263;16626;42765;36053;28855;8022;4384;10445;17706;2872;17596;8582;71900;9533;20540;101799;30922;253225;29072;48840;10081;40644;6113;11671;54059;5190;61994;16235;1900;1575;17567;17942;19448;8009;8092;4187;5098;48187;16362;61204;35167;101081;14791;26714;8144;19336;25342;200285;22593;14533;87915;7625;11782;19230
;;16;16902;12099;38934;9894;16679;42232;36147;29063;7951;4561;10360;17397;2982;17294;8793;76065;9667;20661;103286;30967;252930;29182;47752;10102;40199;6073;11927;53998;5165;62650;16935;2011;2105;17825;17927;19458;7973;7950;4320;5387;48803;16561;59070;34977;100470;14846;28032;8178;19470;25565;199483;22561;14034;86896;8002;11744;19300
;;17;17025;12297;40032;9799;16473;43159;34290;29518;7794;4521;10371;17661;3012;16753;8695;73694;9540;20670;102167;31181;249490;28690;46696;9998;39835;6011;11651;54371;5087;62385;16769;1952;2153;17875;19692;20008;7784;7814;4283;5651;47370;16682;58174;34522;99947;14290;26893;8190;19252;25360;199846;21358;13526;87882;7957;11320;19474
;;18;16377;12157;40628;9326;15055;41457;35534;28025;6950;4526;9812;16560;3088;15870;8337;76796;8960;19907;96958;31353;234576;28118;43702;9629;39795;5963;11370;52734;4802;59616;17019;2011;1813;18042;19665;19793;7520;7474;4379;5698;46020;15825;54663;32274;94875;13942;26286;8061;18005;24611;197279;20089;12271;85894;8317;10536;17585
;;19;16058;12680;40652;8944;14494;41095;35124;27783;6595;4520;9670;15683;3029;15796;8120;77983;8943;19660;95447;30949;231385;27818;42718;9468;38682;5776;10880;52138;4755;59449;17072;2098;1926;17931;19924;20034;7405;7338;4447;5821;45292;15369;53386;31907;93166;14024;27005;7971;17263;24551;198576;19883;11641;83757;8686;9978;16997
;;20;16679;13241;42283;10053;16687;40824;35265;29814;7781;5059;10400;15612;3253;17406;9019;86236;9664;20335;101456;31826;250199;28588;47250;9912;38733;6481;11767;53438;5229;61047;18204;2241;2035;17643;19318;20808;7856;7898;4897;5849;49414;16392;57467;33216;95964;14529;29959;8354;18503;25163;199086;21771;13168;86323;9129;10880;19029
;;21;16592;12300;41686;10094;16637;42175;35498;29797;7852;4747;10119;17191;3067;17130;8888;76040;9523;18156;102548;30544;249522;28737;46554;9900;37843;6556;11961;52757;5359;61014;17529;2022;1696;17900;19123;20801;7695;7677;4664;5695;48945;16244;58728;34760;96871;14373;27292;8395;18741;25209;198273;22060;13538;85379;8626;10974;19613
;;22;16755;12135;41653;10132;16380;41884;34862;29703;7874;4666;10237;17463;2974;16061;8784;80087;9539;20100;102457;31496;249812;28715;47010;10009;36469;6601;11860;52198;5336;60491;16064;1963;1744;17789;18970;21487;7749;7977;4463;4822;50101;16307;59055;34423;95703;14585;27098;8412;18527;25194;197305;22216;13585;86322;8048;10742;19619
;;23;16862;12236;40866;10073;16217;40675;35857;29276;7734;4780;10096;17523;3043;15617;8788;77551;9662;19960;101688;31097;249002;28726;47599;10077;35321;6565;11986;52182;5323;59443;16669;2061;1827;17967;19341;20882;7470;7595;4568;5072;48665;16156;58823;33883;94555;14035;27557;8337;18619;25479;196206;22106;13840;87524;8246;10503;19189
;;24;16643;11919;41568;9996;16582;40952;35447;29009;7635;4810;10262;17451;2889;15802;9052;76080;9170;19851;100134;31205;249389;28651;46453;10277;36010;6425;11896;52643;5364;58999;16849;2104;1714;18550;19228;20727;7217;7904;4472;5354;47106;16279;56864;32506;96247;14454;26997;8288;18802;25746;197271;21682;13244;87746;8532;10406;19039
;;25;16201;11404;41322;9522;15136;40939;35948;28168;6827;4735;9886;16298;2880;14907;8545;77284;9021;18565;98379;30782;236834;27865;42725;10022;35199;6254;11168;51006;5006;56686;16839;2109;1635;18721;19179;20255;6735;7497;4411;5238;46237;15519;52674;31590;95061;13953;26015;7911;17989;24328;198409;19463;11855;86667;8642;9650;17310
;;26;15776;11327;41648;9473;14643;40991;35086;27984;6564;4510;9935;15873;2881;14447;8342;81892;8809;18244;94592;30363;233386;27952;41401;9568;35190;6111;10873;50634;4861;56258;16316;2005;1681;18609;19005;20897;6425;7374;4275;5516;47167;15317;51285;31554;94417;13860;25996;7730;17381;24096;197562;18874;11366;85976;8098;8973;16834
;;27;16712;11688;42597;10630;16240;41622;35492;30298;7598;4595;10433;15402;3099;16403;8991;87822;9161;20120;101387;31032;254208;28067;46343;9890;35809;6684;11976;52559;5280;58434;16690;2051;1686;18539;19413;21455;6982;7740;4284;5621;50335;16209;53409;33422;97213;14588;27259;8433;18397;25264;197206;21072;12791;88884;8217;9995;18154
;;28;16805;12033;42589;10803;16483;42400;35752;30962;7789;4492;10495;15473;3077;16987;9026;81463;9429;20348;103730;31190;258966;28377;46793;9817;35676;6802;12144;52537;5423;58602;16728;1985;1751;18236;19566;20393;7034;7978;4200;5439;51947;16764;53947;34165;94595;14784;26996;8689;18507;25694;196876;21483;13187;89240;7990;10189;18417
;;29;16874;11667;43291;10979;16591;43350;35760;31793;7823;4184;10349;17218;3000;17175;9038;80040;9190;20712;103995;31636;261801;28318;47232;9758;36704;6855;12487;53070;5400;58987;15798;1781;1756;18659;19870;21620;7192;8002;3983;5367;52902;17208;55145;34938;96873;14675;26101;9029;18637;26140;199036;21463;13328;90509;7434;10499;18657
;;30;16975;11904;42793;10554;16657;44314;34974;31175;7869;4352;10351;17214;3079;17320;8876;84347;9076;20863;102678;31527;256687;28319;48195;9623;37829;6682;12425;53157;5302;59335;15625;1883;1770;19053;20116;22538;7166;8063;4217;5576;54372;16916;56238;34749;96314;14538;26733;8814;18604;26195;200842;21394;13282;89881;7462;10530;18489
;;31;16761;11880;42962;10086;16452;43885;35131;30442;7732;4338;10268;17497;3056;16965;8812;87463;8944;20252;102751;31346;249925;28215;46806;9635;38483;6461;11909;52335;5300;57093;14708;1893;1814;18855;19740;22444;7002;7626;4255;5634;53366;16749;54425;33820;96051;14237;26932;8538;18708;26236;200665;21327;12854;88521;7466;10363;18385
;8;1;16358;11889;40708;9379;15330;39610;35109;28455;6989;4438;9741;16350;3001;15708;8344;74236;8524;19043;97115;30310;236465;27800;44583;9411;38874;6005;10990;50233;4990;56175;15788;1841;2072;19050;19780;19907;6809;7722;4304;5568;46378;15838;51637;30988;93853;14002;26076;7773;18043;24971;203721;19781;11831;87815;7574;9494;17432
;;2;16345;10613;40697;8910;14710;38222;35186;27717;6713;3980;9609;15427;2772;15925;8168;68738;8628;20248;96477;30089;232529;28571;43827;9364;38301;5740;10472;49254;4734;55968;14980;1692;2080;18832;19662;18834;6771;7573;3931;68819;44755;15580;50630;29566;94010;13654;23835;7490;17668;24520;204004;19881;11358;86942;6928;9117;17140
;;3;16860;9962;40949;9740;16368;39358;35207;29369;7686;3988;10487;17008;2951;16788;8867;70779;9358;21136;102837;30572;250290;29001;47821;9823;37280;6216;11201;52550;5041;56889;13679;1705;2016;18472;19673;20195;7264;7944;3993;5436;47372;16422;53093;31342;97974;14134;25214;8159;18645;25668;207523;21315;12971;88175;6389;10006;18523
;;4;17096;9747;41014;9968;16551;39589;34732;30485;7816;4015;10368;16943;3049;16708;8565;72303;9715;21397;103948;30625;254141;28067;47384;9759;37666;6185;11419;53539;5235;57946;14725;1735;1575;18169;19984;20633;7387;7910;4025;5551;47046;16563;52624;30714;96851;14397;25395;8361;18585;26446;207742;21773;13300;88785;6855;10133;18665
;;5;16998;9323;41426;9988;16684;41109;35154;31084;7970;4060;10265;17121;3089;16790;8849;73644;9729;21439;104559;31355;255571;27635;48606;9951;38645;6421;11682;52098;5334;59348;14782;1792;1655;18180;18825;21322;7431;8168;4016;5558;48866;16835;53918;32595;95979;14868;25402;8381;18626;26543;205244;21529;13331;88279;6860;10427;18669
;;6;16804;10184;40584;10065;16769;42857;35158;31979;8037;4124;10265;17560;3115;17128;8816;81475;9795;21957;102561;32019;257905;28033;48767;9899;39035;6311;11680;52748;5060;60183;14971;1807;1756;17969;19650;22507;7949;8272;4081;5471;53333;16972;55141;34402;99042;14612;26224;8505;18834;27058;206549;21897;13695;89780;7215;10731;18815
;;7;16866;11240;41673;10055;16584;44606;35574;32073;8001;4372;10283;17588;3084;17090;9210;88338;9811;22029;103436;31996;253053;28536;48575;10107;39761;6539;11676;54077;4988;59596;15955;1872;1862;18460;20015;24294;7841;8091;4291;5514;55883;16833;54846;34837;97855;14708;27629;8518;18687;26525;206578;22024;13569;91706;7487;10608;18782
